leaf_id	common_name	Phylum	Class	Order	Family	Genus	Family_AKA	Sequencing-approach	num_seqs	sum_contig_len	min_contig_len	avg_contig_len	max_contig_len	num_prot_seqs	GC	Source	Source-Detail
GVMAG-S-1101178-73.fltr.fna	GVMAG-S-1101178-73	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	7	507327	23435	72475.3	123688	445	36.11	Freshwater	Freshwater
GVMAG-M-3300027963-21.fltr.fna	GVMAG-M-3300027963-21	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	7	514909	23506	73558.4	202258	457	37.45	Freshwater	Freshwater
GVMAG-M-3300027746-30.fltr.fna	GVMAG-M-3300027746-30	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	17	323495	10093	19029.1	49193	323	33.08	Freshwater	Freshwater
GVMAG-M-3300027804-47.fltr.fna	GVMAG-M-3300027804-47	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	8	392890	11097	49111.3	78787	383	34.81	Freshwater	Freshwater
GVMAG-S-1091229-144.fltr.fna	GVMAG-S-1091229-144	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	15	259641	10195	17309.4	25557	252	23.5	Freshwater	Freshwater
GVMAG-S-1006661-62.fltr.fna	GVMAG-S-1006661-62	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	17	269158	10432	15832.8	32328	265	27.42	Freshwater	Freshwater
GVMAG-M-3300027769-26.fltr.fna	GVMAG-M-3300027769-26	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	9	543527	11480	60391.9	170081	467	32.18	Freshwater	Freshwater
GVMAG-M-3300017788-50.fltr.fna	GVMAG-M-3300017788-50	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	15	404219	14408	26947.9	49870	372	22.4	Freshwater	Freshwater
GVMAG-S-1017397-20.fltr.fna	GVMAG-S-1017397-20	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	14	421361	11823	30097.2	79078	433	27.91	Freshwater	Freshwater
GVMAG-M-3300009051-3.fltr.fna	GVMAG-M-3300009051-3	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	23	366213	10069	15922.3	28842	364	24.26	Marine	Marine
GVMAG-M-3300021962-56.fltr.fna	GVMAG-M-3300021962-56	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	10	373550	14803	37355	78664	380	22.73	Marine	Marine
ERX556133.24.dc.fltr.fna	ERX556133.24.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	11	325579	13055	29598.1	52044	341	22.58	Marine	Marine
GVMAG-M-3300000117-10.fltr.fna	GVMAG-M-3300000117-10	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	8	298498	10455	37312.3	68759	332	25.53	Marine	Marine
GVMAG-M-3300006190-14.fltr.fna	GVMAG-M-3300006190-14	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	10	216240	12301	21624	33367	247	24.4	Marine	Marine
GVMAG-M-3300021964-56.fltr.fna	GVMAG-M-3300021964-56	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	13	321924	10615	24763.4	50763	355	26.09	Marine	Marine
GVMAG-M-3300017956-25.fltr.fna	GVMAG-M-3300017956-25	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	18	513983	10397	28554.6	48011	514	23.7	Marine	Marine
GVMAG-M-3300007236-6.fltr.fna	GVMAG-M-3300007236-6	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_12	g300	-	cultivation-independent	8	301281	15322	37660.1	69998	347	24.81	Marine	Marine
KSW-cf.coassembly.k141.1652067.fa																	
KSW-cf.coassembly.k141.304337.fa																	
GVMAG-M-3300023179-117.fltr.fna	GVMAG-M-3300023179-117	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g295	-	cultivation-independent	2	385664	114577	192832	271087	373	35.58	Freshwater	Freshwater
GVMAG-M-3300013004-50.fltr.fna	GVMAG-M-3300013004-50	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g295	-	cultivation-independent	22	356897	10337	16222.6	36191	389	25.83	Freshwater	Freshwater
GVMAG-M-3300023179-123.fltr.fna	GVMAG-M-3300023179-123	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g295	-	cultivation-independent	29	492346	10089	16977.4	34868	456	25.94	Freshwater	Freshwater
KSW-cf.coassembly.k141.3657285.fa																	
GVMAG-M-3300009706-33.fltr.fna	GVMAG-M-3300009706-33	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g294	-	cultivation-independent	19	277749	10233	14618.4	26524	272	19.78	Marine	Marine
KSW-cf.2nd.assembly.k141.2173866.fa																	
KSW-cf.coassembly.k141.3375733.fa																	
KSW-cf.coassembly.k141.3894297.fa																	
GVMAG-S-3300009703-83.fltr.fna	GVMAG-S-3300009703-83	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g293	-	cultivation-independent	29	611414	10199	21083.2	54303	549	25.59	Marine	Marine
KSW-cf.coassembly.k141.2702628.fa																	
KSW-cf.coassembly.k141.1234827.fa																	
KSW-cf.coassembly.k141.7519.fa																	
GVMAG-S-1062857-90.fltr.fna	GVMAG-S-1062857-90	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g292	-	cultivation-independent	15	248572	10402	16571.5	27044	201	40.01	Freshwater	Freshwater
GVMAG-M-3300026093-6.fltr.fna	GVMAG-M-3300026093-6	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g292	-	cultivation-independent	7	209641	11120	29948.7	66788	220	26.27	Marine	Marine
ERX552270.97.dc.fltr.fna	ERX552270.97.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g292	-	cultivation-independent	25	566362	10724	22654.5	47787	555	28.02	Marine	Marine
ERX555933.5.dc.fltr.fna	ERX555933.5.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g292	-	cultivation-independent	21	732394	10134	34875.9	142320	693	28.09	Marine	Marine
GVMAG-M-3300027687-8.fltr.fna	GVMAG-M-3300027687-8	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g291	-	cultivation-independent	12	213336	10782	17778	24300	174	27.55	Marine	Marine
GVMAG-S-1017745-26.fltr.fna	GVMAG-S-1017745-26	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g291	-	cultivation-independent	8	417618	13639	52202.3	131492	392	24.59	Marine	Marine
GVMAG-M-3300020187-27.fltr.fna	GVMAG-M-3300020187-27	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g291	-	cultivation-independent	31	950009	10840	30645.5	68212	894	22.8	Marine	Marine
SRX802143.100.dc.fltr.fna	SRX802143.100.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g291	-	cultivation-independent	14	604677	13719	43191.2	99764	513	21.57	Marine	Marine
GVMAG-M-3300025138-11.fltr.fna	GVMAG-M-3300025138-11	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g291	-	cultivation-independent	10	416154	10852	41615.4	77134	423	23.73	Marine	Marine
GVMAG-M-3300001351-8.fltr.fna	GVMAG-M-3300001351-8	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g291	-	cultivation-independent	11	689879	17829	62716.3	155541	685	27.21	Marine	Marine
GVMAG-M-3300021365-13.fltr.fna	GVMAG-M-3300021365-13	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_07	g291	-	cultivation-independent	27	736688	11180	27284.7	64433	733	25.14	Marine	Marine
GVMAG-M-3300023179-150.fltr.fna	GVMAG-M-3300023179-150	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g286	-	cultivation-independent	20	1099020	10483	54951	117447	897	28.05	Freshwater	Freshwater
GVMAG-M-3300024255-31.fltr.fna	GVMAG-M-3300024255-31	Nucleocytoviricota	Megaviricetes	Imitervirales	incertae_sedis	g306	-	cultivation-independent	10	269400	11075	26940	60846	271	21.71	Marine	Marine
ERX555933.51.dc.fltr.fna	ERX555933.51.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g285	-	cultivation-independent	38	602638	10003	15858.9	43433	506	22.25	Marine	Marine
SRX802073.13.dc.fltr.fna	SRX802073.13.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g283	-	cultivation-independent	19	277701	10061	14615.8	36861	263	23.67	Marine	Marine
GVMAG-M-3300000115-19.fltr.fna	GVMAG-M-3300000115-19	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g283	-	cultivation-independent	6	216947	11786	36157.8	78603	195	23.37	Marine	Marine
GVMAG-M-3300023184-13.fltr.fna	GVMAG-M-3300023184-13	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g284	-	cultivation-independent	14	780958	15086	55782.7	103113	619	28.67	Freshwater	Freshwater
GVMAG-M-3300023174-204.fltr.fna	GVMAG-M-3300023174-204	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g284	-	cultivation-independent	32	839261	11033	26226.9	56047	722	28.21	Freshwater	Freshwater
GVMAG-M-3300023184-27.fltr.fna	GVMAG-M-3300023184-27	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g284	-	cultivation-independent	6	142311	10031	23718.5	66502	132	28.65	Freshwater	Freshwater
GVMAG-S-1091232-121.fltr.fna	GVMAG-S-1091232-121	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g284	-	cultivation-independent	24	416174	10296	17340.6	37549	345	22.14	Freshwater	Freshwater
GVMAG-M-3300025822-14.fltr.fna	GVMAG-M-3300025822-14	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g284	-	cultivation-independent	8	292348	11922	36543.5	86360	239	22.69	Marine	Marine
ERX552287.77.dc.fltr.fna	ERX552287.77.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g290	-	cultivation-independent	14	212029	10399	15144.9	26155	223	25.13	Marine	Marine
ERX555915.1.dc.fltr.fna	ERX555915.1.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g287	-	cultivation-independent	27	532401	11448	19718.6	54805	510	22.49	Marine	Marine
GVMAG-M-3300025860-25.fltr.fna	GVMAG-M-3300025860-25	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g287	-	cultivation-independent	11	545914	12642	49628.5	179624	475	25.27	Marine	Marine
ChoanoV.1.fltr.fna	ChoanoV.1	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g287	-	cultivation-independent	10	874196	11422	87419.6	334414	857	22.44	Marine	Seawater
SRX802202.7.dc.fltr.fna	SRX802202.7.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g287	-	cultivation-independent	13	878417	15103	67570.5	173522	839	24.06	Marine	Marine
GVMAG-M-3300021958-5.fltr.fna	GVMAG-M-3300021958-5	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g287	-	cultivation-independent	24	390496	10054	16270.7	37114	389	24.45	Marine	Marine
KSW-cf.coassembly.k141.1362162.fa																	
SRX802189.83.dc.fltr.fna	SRX802189.83.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g289	-	cultivation-independent	13	406825	13924	31294.2	61465	423	28.34	Marine	Marine
KSW-cf.coassembly.k141.856049.fa																	
KSW-C63.2.C.NODE.2591.length.14599.cov.6.343784.fa																	
GVMAG-M-3300024252-35.fltr.fna	GVMAG-M-3300024252-35	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g289	-	cultivation-independent	18	387605	10425	21533.6	48687	411	29.9	Marine	Marine
GVMAG-M-3300021958-1.fltr.fna	GVMAG-M-3300021958-1	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g288	-	cultivation-independent	8	107798	10049	13474.8	19499	118	29.31	Marine	Marine
ERX552287.8.dc.fltr.fna	ERX552287.8.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g288	-	cultivation-independent	17	402040	10108	23649.4	52768	451	25.32	Marine	Marine
SRX802077.138.dc.fltr.fna	SRX802077.138.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g288	-	cultivation-independent	26	566695	10748	21796	48393	559	25.33	Marine	Marine
GVMAG-M-3300020185-3.fltr.fna	GVMAG-M-3300020185-3	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g288	-	cultivation-independent	12	545523	10235	45460.3	140539	580	22.53	Marine	Marine
GVMAG-M-3300020165-16.fltr.fna	GVMAG-M-3300020165-16	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_08	g288	-	cultivation-independent	16	562993	11752	35187.1	85689	569	27.65	Marine	Marine
SRX802076.48.dc.fltr.fna	SRX802076.48.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g281	-	cultivation-independent	30	893420	10033	29780.7	76908	790	33.02	Marine	Marine
GCA.000922335.1.ViralProj258005.fltr.fna	Aureococcus anophagefferens virus BtV-01	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g278	-	isolate	1	370920	370920	370920	370920	389	28.74	Marine	coastal waters
ERX552302.1.dc.fltr.fna	ERX552302.1.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g278	-	cultivation-independent	10	173214	10005	17321.4	30609	194	33.45	Marine	Marine
GVMAG-S-405408-21.fltr.fna	GVMAG-S-405408-21	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g278	-	cultivation-independent	14	215262	10080	15375.9	30828	224	30.47	Marine	Marine
GVMAG-M-3300017763-4.fltr.fna	GVMAG-M-3300017763-4	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g278	-	cultivation-independent	12	159782	10422	13315.2	19496	168	30.46	Marine	Marine
ERX555941.31.dc.fltr.fna	ERX555941.31.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g280	-	cultivation-independent	15	471363	14580	31424.2	77298	466	29.06	Marine	Marine
ERX552270.76.dc.fltr.fna	ERX552270.76.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	25	492224	10429	19689	46686	442	29.06	Marine	Marine
ERX552270.10.dc.fltr.fna	ERX552270.10.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	18	388673	10699	21592.9	38847	418	28.76	Marine	Marine
ERX552270.42.dc.fltr.fna	ERX552270.42.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	23	731331	10297	31797	68445	742	27.38	Marine	Marine
GVMAG-S-1024976-23.fltr.fna	GVMAG-S-1024976-23	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	7	378644	25333	54092	139329	318	28.56	Marine	Marine
GVMAG-S-ERX555961-36.fltr.fna	GVMAG-S-ERX555961-36	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	9	413540	13710	45948.9	110224	357	32.42	Marine	Marine
ERX552270.56.dc.fltr.fna	ERX552270.56.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	17	525182	10345	30893.1	145655	559	32.93	Marine	Marine
ERX556103.23.dc.fltr.fna	ERX556103.23.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	18	260954	10123	14497.4	25966	259	25.33	Marine	Marine
ERX552255.7.dc.fltr.fna	ERX552255.7.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	21	417111	10293	19862.4	47493	418	30.6	Marine	Marine
GVMAG-S-ERX555987-49.fltr.fna	GVMAG-S-ERX555987-49	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	8	249274	10028	31159.3	80266	227	32.75	Marine	Marine
GVMAG-S-ERX555907-63.fltr.fna	GVMAG-S-ERX555907-63	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	9	539882	10216	59986.9	95873	505	29.04	Marine	Marine
ERX556005.37.dc.fltr.fna	ERX556005.37.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g279	-	cultivation-independent	21	517469	10798	24641.4	46590	519	27.25	Marine	Marine
ERX552270.107.dc.fltr.fna	ERX552270.107.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g277	-	cultivation-independent	10	348622	11826	34862.2	61351	388	24.04	Marine	Marine
SRX802073.24.dc.fltr.fna	SRX802073.24.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g277	-	cultivation-independent	15	316612	10115	21107.5	44638	340	23.92	Marine	Marine
GVMAG-M-3300020187-37.fltr.fna	GVMAG-M-3300020187-37	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g277	-	cultivation-independent	7	377928	10165	53989.7	104977	436	23.62	Marine	Marine
SRX802963.50.dc.fltr.fna	SRX802963.50.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g277	-	cultivation-independent	13	172392	10258	13260.9	17209	182	25.81	Marine	Marine
SRX802074.61.dc.fltr.fna	SRX802074.61.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	13	251814	10620	19370.3	30725	264	28.34	Marine	Marine
GVMAG-S-ERX555907-90.fltr.fna	GVMAG-S-ERX555907-90	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	10	395325	15899	39532.5	81043	375	29.26	Marine	Marine
ERX555935.132.dc.fltr.fna	ERX555935.132.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	9	272703	11786	30300.3	66700	255	28.44	Marine	Marine
ERX552241.31.dc.fltr.fna	ERX552241.31.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	10	236558	10256	23655.8	62699	255	27.5	Marine	Marine
GVMAG-S-ERX556063-42.fltr.fna	GVMAG-S-ERX556063-42	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	7	337361	21688	48194.4	105915	349	30.62	Marine	Marine
GVMAG-S-ERX555935-135.fltr.fna	GVMAG-S-ERX555935-135	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	10	387608	16084	38760.8	139950	399	31.56	Marine	Marine
GVMAG-S-ERX555907-94.fltr.fna	GVMAG-S-ERX555907-94	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	10	400478	10457	40047.8	139638	417	33.49	Marine	Marine
GVMAG-S-ERX556063-48.fltr.fna	GVMAG-S-ERX556063-48	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	10	261756	11181	26175.6	50082	273	27.54	Marine	Marine
GVMAG-M-3300023109-49.fltr.fna	GVMAG-M-3300023109-49	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	15	331259	10020	22083.9	49857	299	27.4	Marine	Marine
GVMAG-M-3300017824-10.fltr.fna	GVMAG-M-3300017824-10	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	13	189090	10009	14545.4	25471	203	29.03	Marine	Marine
GVMAG-S-ERX555907-92.fltr.fna	GVMAG-S-ERX555907-92	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	11	349065	11437	31733.2	59984	350	30.84	Marine	Marine
GVMAG-S-ERX555931-87.fltr.fna	GVMAG-S-ERX555931-87	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	8	279474	14019	34934.3	92100	274	29.58	Marine	Marine
ERX555907.104.dc.fltr.fna	ERX555907.104.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g276	-	cultivation-independent	12	237279	10677	19773.3	30031	223	27.17	Marine	Marine
ERX552264.38.dc.fltr.fna	ERX552264.38.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g275	-	cultivation-independent	10	230741	10388	23074.1	69819	233	21.55	Marine	Marine
GVMAG-M-3300023210-4.fltr.fna	GVMAG-M-3300023210-4	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g275	-	cultivation-independent	12	268353	10198	22362.8	36718	285	25.98	Marine	Marine
GVMAG-S-ERX555947-70.fltr.fna	GVMAG-S-ERX555947-70	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g275	-	cultivation-independent	10	182004	10680	18200.4	31169	217	33.6	Marine	Marine
ERX552270.36.dc.fltr.fna	ERX552270.36.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g275	-	cultivation-independent	8	179269	10037	22408.6	40097	209	22.84	Marine	Marine
GVMAG-M-3300023110-24.fltr.fna	GVMAG-M-3300023110-24	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g275	-	cultivation-independent	4	321770	22581	80442.5	153903	359	24.83	Marine	Marine
GVMAG-S-ERX556126-98.fltr.fna	GVMAG-S-ERX556126-98	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g275	-	cultivation-independent	12	326038	10706	27169.8	56375	389	25.73	Marine	Marine
GVMAG-M-3300010368-17.fltr.fna	GVMAG-M-3300010368-17	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g273	-	cultivation-independent	10	306573	11913	30657.3	84375	314	28.99	Marine	Marine
ERX552270.35.dc.fltr.fna	ERX552270.35.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g273	-	cultivation-independent	5	167835	19482	33567	56696	160	35.88	Marine	Marine
ERX552270.38.dc.fltr.fna	ERX552270.38.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g273	-	cultivation-independent	12	287295	11490	23941.3	44007	297	28.84	Marine	Marine
GVMAG-M-3300020595-32.fltr.fna	GVMAG-M-3300020595-32	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g273	-	cultivation-independent	8	414378	11269	51797.3	140438	405	29.14	Marine	Marine
GVMAG-S-ERX555967-140.fltr.fna	GVMAG-S-ERX555967-140	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g273	-	cultivation-independent	7	160274	13879	22896.3	43721	173	37.43	Marine	Marine
GVMAG-S-ERX555967-130.fltr.fna	GVMAG-S-ERX555967-130	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	2	327566	41746	163783	285820	364	36.6	Marine	Marine
GVMAG-S-1016728-84.fltr.fna	GVMAG-S-1016728-84	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	10	315694	11471	31569.4	54326	325	25.75	Marine	Marine
GVMAG-M-3300022920-3.fltr.fna	GVMAG-M-3300022920-3	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	11	217551	11403	19777.4	40166	227	30.12	Marine	Marine
GVMAG-M-3300023110-7.fltr.fna	GVMAG-M-3300023110-7	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	12	236887	10140	19740.6	30129	210	28.92	Marine	Marine
ERX555931.51.dc.fltr.fna	ERX555931.51.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	14	244712	10295	17479.4	36971	272	29.16	Marine	Marine
SRX802143.55.dc.fltr.fna	SRX802143.55.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	12	270960	10588	22580	35471	308	25.1	Marine	Marine
GVMAG-S-3300010316-20.fltr.fna	GVMAG-S-3300010316-20	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	13	214261	10077	16481.6	36894	249	27.31	Marine	Marine
GVMAG-M-3300009785-4.fltr.fna	GVMAG-M-3300009785-4	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	7	135982	12391	19426	40119	146	32.61	Marine	Marine
ERX555954.49.dc.fltr.fna	ERX555954.49.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	8	135566	10455	16945.8	23128	155	25.76	Marine	Marine
GVMAG-S-ERX555954-49.fltr.fna	GVMAG-S-ERX555954-49	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	13	226163	10306	17397.2	44111	218	27.22	Marine	Marine
GVMAG-M-3300027779-53.fltr.fna	GVMAG-M-3300027779-53	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	5	255253	35653	51050.6	90618	286	34.75	Marine	Marine
GVMAG-M-3300023109-37.fltr.fna	GVMAG-M-3300023109-37	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	9	325893	10461	36210.3	65383	357	29.67	Marine	Marine
ERX556094.31.dc.fltr.fna	ERX556094.31.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	14	240800	10310	17200	29594	275	27.12	Marine	Marine
GVMAG-S-ERX556126-94.fltr.fna	GVMAG-S-ERX556126-94	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	4	372321	24173	93080.3	195715	405	30.3	Marine	Marine
GVMAG-M-3300021185-27.fltr.fna	GVMAG-M-3300021185-27	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_09	g274	-	cultivation-independent	11	280141	12949	25467.4	48735	327	30.23	Marine	Marine
GVMAG-M-3300009182-82.fltr.fna	GVMAG-M-3300009182-82	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g323	-	cultivation-independent	9	193524	12023	21502.7	43436	236	48.52	Freshwater	Freshwater
GVMAG-M-3300023184-50.fltr.fna	GVMAG-M-3300023184-50	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g323	-	cultivation-independent	4	189214	18327	47303.5	97876	226	43.12	Freshwater	Freshwater
GVMAG-M-3300023184-135.fltr.fna	GVMAG-M-3300023184-135	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g323	-	cultivation-independent	3	254550	31049	84850	146487	281	54.59	Freshwater	Freshwater
GVMAG-S-1101176-114.fltr.fna	GVMAG-S-1101176-114	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g323	-	cultivation-independent	1	104731	104731	104731	104731	108	55.56	Freshwater	Freshwater
GVMAG-M-3300013285-24.fltr.fna	GVMAG-M-3300013285-24	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g323	-	cultivation-independent	5	145566	10211	29113.2	82923	175	50.92	Freshwater	Freshwater
GVMAG-S-1035225-37.fltr.fna	GVMAG-S-1035225-37	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g323	-	cultivation-independent	7	204729	14123	29247	42835	219	48.94	Freshwater	Freshwater
GVMAG-S-1035303-20.fltr.fna	GVMAG-S-1035303-20	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g323	-	cultivation-independent	4	198506	12165	49626.5	119580	224	49.28	Freshwater	Freshwater
GVMAG-S-1101178-127.fltr.fna	GVMAG-S-1101178-127	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g323	-	cultivation-independent	5	198884	17344	39776.8	55959	235	49.5	Freshwater	Freshwater
