vOTUs	sample
KSW-megahit_k141_596854_full	KSW-VF
KSW-megahit_k141_308166_full	KSW-VF
KSW-megahit_k141_885969_full	KSW-VF
KSW-megahit_k141_17284_full	KSW-VF
KSW-megahit_k141_560703_full	KSW-VF
KSW-megahit_k141_235146_full	KSW-VF
KSW-megahit_k141_488656_full	KSW-VF
KSW-megahit_k141_308692_full	KSW-VF
KSW-megahit_k141_163165_full	KSW-VF
KSW-megahit_k141_959186_full	KSW-VF
KSW-megahit_k141_995273_full	KSW-VF
KSW-megahit_k141_669392_full	KSW-VF
KSW-megahit_k141_1031233_full	KSW-VF
KSW-megahit_k141_814636_full	KSW-VF
KSW-megahit_k141_344017_full	KSW-VF
KSW-megahit_k141_741534_full	KSW-VF
KSW-megahit_k141_1031351_full	KSW-VF
KSW-megahit_k141_54264_full	KSW-VF
KSW-megahit_k141_54339_full	KSW-VF
KSW-megahit_k141_344242_full	KSW-VF
KSW-megahit_k141_923414_full	KSW-VF
KSW-megahit_k141_489183_full	KSW-VF
KSW-megahit_k141_669793_full	KSW-VF
KSW-megahit_k141_851476_full	KSW-VF
KSW-megahit_k141_561459_full	KSW-VF
KSW-megahit_k141_199662_full	KSW-VF
KSW-megahit_k141_1068302_full	KSW-VF
KSW-megahit_k141_669973_full	KSW-VF
KSW-megahit_k141_887021_full	KSW-VF
KSW-megahit_k141_126772_full	KSW-VF
KSW-megahit_k141_525811_full	KSW-VF
KSW-megahit_k141_344844_full	KSW-VF
KSW-megahit_k141_996202_full	KSW-VF
KSW-megahit_k141_309934_full	KSW-VF
KSW-megahit_k141_598784_full	KSW-VF
KSW-megahit_k141_960387_full	KSW-VF
KSW-megahit_k141_164479_full	KSW-VF
KSW-megahit_k141_815813_full	KSW-VF
KSW-megahit_k141_200485_full	KSW-VF
KSW-megahit_k141_1069260_full	KSW-VF
KSW-megahit_k141_55421_full	KSW-VF
KSW-megahit_k141_453996_full	KSW-VF
KSW-megahit_k141_924612_full	KSW-VF
KSW-megahit_k141_887923_full	KSW-VF
KSW-megahit_k141_310430_full	KSW-VF
KSW-megahit_k141_960825_full	KSW-VF
KSW-megahit_k141_345532_full	KSW-VF
KSW-megahit_k141_779855_full	KSW-VF
KSW-megahit_k141_92065_full	KSW-VF
KSW-megahit_k141_780011_full	KSW-VF
KSW-megahit_k141_345695_full	KSW-VF
KSW-megahit_k141_273717_full	KSW-VF
KSW-megahit_k141_961113_full	KSW-VF
KSW-megahit_k141_743269_full	KSW-VF
KSW-megahit_k141_381916_full	KSW-VF
KSW-megahit_k141_853159_full	KSW-VF
KSW-megahit_k141_707884_full	KSW-VF
KSW-megahit_k141_237872_full	KSW-VF
KSW-megahit_k141_743591_full	KSW-VF
KSW-megahit_k141_1070236_full	KSW-VF
KSW-megahit_k141_853513_full	KSW-VF
KSW-megahit_k141_708065_full	KSW-VF
KSW-megahit_k141_671942_full	KSW-VF
KSW-megahit_k141_527552_full	KSW-VF
KSW-megahit_k141_780678_full	KSW-VF
KSW-megahit_k141_238177_full	KSW-VF
KSW-megahit_k141_92851_full	KSW-VF
KSW-megahit_k141_853700_full	KSW-VF
KSW-megahit_k141_128628_full	KSW-VF
KSW-megahit_k141_311488_full	KSW-VF
KSW-megahit_k141_455363_full	KSW-VF
KSW-megahit_k141_491542_full	KSW-VF
KSW-megahit_k141_853811_full	KSW-VF
KSW-megahit_k141_925903_full	KSW-VF
KSW-megahit_k141_382733_full	KSW-VF
KSW-megahit_k141_563881_full	KSW-VF
KSW-megahit_k141_238498_full	KSW-VF
KSW-megahit_k141_419058_full	KSW-VF
KSW-megahit_k141_311800_full	KSW-VF
KSW-megahit_k141_926079_full	KSW-VF
KSW-megahit_k141_455648_full	KSW-VF
KSW-megahit_k141_311871_full	KSW-VF
KSW-megahit_k141_275079_full	KSW-VF
KSW-megahit_k141_1034314_full	KSW-VF
KSW-megahit_k141_20836_full	KSW-VF
KSW-megahit_k141_129210_full	KSW-VF
KSW-megahit_k141_238855_full	KSW-VF
KSW-megahit_k141_1034401_full	KSW-VF
KSW-megahit_k141_419433_full	KSW-VF
KSW-megahit_k141_781636_full	KSW-VF
KSW-megahit_k141_456055_full	KSW-VF
KSW-megahit_k141_383567_full	KSW-VF
KSW-megahit_k141_601393_full	KSW-VF
KSW-megahit_k141_312413_full	KSW-VF
KSW-megahit_k141_745041_full	KSW-VF
KSW-megahit_k141_745063_full	KSW-VF
KSW-megahit_k141_528897_full	KSW-VF
KSW-megahit_k141_347926_full	KSW-VF
KSW-megahit_k141_21575_full	KSW-VF
KSW-megahit_k141_57799_full	KSW-VF
KSW-megahit_k141_709638_full	KSW-VF
KSW-megahit_k141_1035114_full	KSW-VF
KSW-megahit_k141_855218_full	KSW-VF
KSW-megahit_k141_999329_full	KSW-VF
KSW-megahit_k141_963465_full	KSW-VF
KSW-megahit_k141_203242_full	KSW-VF
KSW-megahit_k141_276132_full	KSW-VF
KSW-megahit_k141_348237_full	KSW-VF
KSW-megahit_k141_565230_full	KSW-VF
KSW-megahit_k141_927343_full	KSW-VF
KSW-megahit_k141_890814_full	KSW-VF
KSW-megahit_k141_493329_full	KSW-VF
KSW-megahit_k141_927447_full	KSW-VF
KSW-megahit_k141_240094_full	KSW-VF
KSW-megahit_k141_167794_full	KSW-VF
KSW-megahit_k141_891200_full	KSW-VF
KSW-megahit_k141_22382_full	KSW-VF
KSW-megahit_k141_964116_full	KSW-VF
KSW-megahit_k141_22479_full	KSW-VF
KSW-megahit_k141_856023_full	KSW-VF
KSW-megahit_k141_530064_full	KSW-VF
KSW-megahit_k141_421207_full	KSW-VF
KSW-megahit_k141_710788_full	KSW-VF
KSW-megahit_k141_494072_full	KSW-VF
KSW-megahit_k141_277152_full	KSW-VF
KSW-megahit_k141_638767_full	KSW-VF
KSW-megahit_k141_530225_full	KSW-VF
KSW-megahit_k141_746559_full	KSW-VF
KSW-megahit_k141_131135_full	KSW-VF
KSW-megahit_k141_674985_full	KSW-VF
KSW-megahit_k141_95765_full	KSW-VF
KSW-megahit_k141_746711_full	KSW-VF
KSW-megahit_k141_603385_full	KSW-VF
KSW-megahit_k141_494444_full	KSW-VF
KSW-megahit_k141_965068_full	KSW-VF
KSW-megahit_k141_603651_full	KSW-VF
KSW-megahit_k141_856977_full	KSW-VF
KSW-megahit_k141_1001132_full	KSW-VF
KSW-megahit_k141_458646_full	KSW-VF
KSW-megahit_k141_892438_full	KSW-VF
KSW-megahit_k141_965246_full	KSW-VF
KSW-megahit_k141_131680_full	KSW-VF
KSW-megahit_k141_59708_full	KSW-VF
KSW-megahit_k141_892494_full	KSW-VF
KSW-megahit_k141_639544_full	KSW-VF
KSW-megahit_k141_59788_full	KSW-VF
KSW-megahit_k141_169402_full	KSW-VF
KSW-megahit_k141_422211_full	KSW-VF
KSW-megahit_k141_494952_full	KSW-VF
KSW-megahit_k141_23720_full	KSW-VF
KSW-megahit_k141_567326_full	KSW-VF
KSW-megahit_k141_23748_full	KSW-VF
KSW-megahit_k141_711996_full	KSW-VF
KSW-megahit_k141_169584_full	KSW-VF
KSW-megahit_k141_965621_full	KSW-VF
KSW-megahit_k141_242022_full	KSW-VF
KSW-megahit_k141_676004_full	KSW-VF
KSW-megahit_k141_205479_full	KSW-VF
KSW-megahit_k141_892936_full	KSW-VF
KSW-megahit_k141_242064_full	KSW-VF
KSW-megahit_k141_531383_full	KSW-VF
KSW-megahit_k141_350596_full	KSW-VF
KSW-megahit_k141_495534_full	KSW-VF
KSW-megahit_k141_784966_full	KSW-VF
KSW-megahit_k141_531799_full	KSW-VF
KSW-megahit_k141_423091_full	KSW-VF
KSW-megahit_k141_676630_full	KSW-VF
KSW-megahit_k141_495821_full	KSW-VF
KSW-megahit_k141_785172_full	KSW-VF
KSW-megahit_k141_459838_full	KSW-VF
KSW-megahit_k141_893681_full	KSW-VF
KSW-megahit_k141_676888_full	KSW-VF
KSW-megahit_k141_97555_full	KSW-VF
KSW-megahit_k141_748622_full	KSW-VF
KSW-megahit_k141_170634_full	KSW-VF
KSW-megahit_k141_858465_full	KSW-VF
KSW-megahit_k141_460034_full	KSW-VF
KSW-megahit_k141_460060_full	KSW-VF
KSW-megahit_k141_1002640_full	KSW-VF
KSW-megahit_k141_170680_full	KSW-VF
KSW-megahit_k141_387545_full	KSW-VF
KSW-megahit_k141_460164_full	KSW-VF
KSW-megahit_k141_713293_full	KSW-VF
KSW-megahit_k141_61250_full	KSW-VF
KSW-megahit_k141_496335_full	KSW-VF
KSW-megahit_k141_930763_full	KSW-VF
KSW-megahit_k141_894151_full	KSW-VF
KSW-megahit_k141_858963_full	KSW-VF
KSW-megahit_k141_61572_full	KSW-VF
KSW-megahit_k141_532805_full	KSW-VF
KSW-megahit_k141_606007_full	KSW-VF
KSW-megahit_k141_606014_full	KSW-VF
KSW-megahit_k141_859263_full	KSW-VF
KSW-megahit_k141_317093_full	KSW-VF
KSW-megahit_k141_317167_full	KSW-VF
KSW-megahit_k141_243944_full	KSW-VF
KSW-megahit_k141_967762_full	KSW-VF
KSW-megahit_k141_207565_full	KSW-VF
KSW-megahit_k141_931565_full	KSW-VF
KSW-megahit_k141_967863_full	KSW-VF
KSW-megahit_k141_497393_full	KSW-VF
KSW-megahit_k141_280753_full	KSW-VF
KSW-megahit_k141_606662_full	KSW-VF
KSW-megahit_k141_823402_full	KSW-VF
KSW-megahit_k141_425291_full	KSW-VF
KSW-megahit_k141_134725_full	KSW-VF
KSW-megahit_k141_461677_full	KSW-VF
KSW-megahit_k141_425355_full	KSW-VF
KSW-megahit_k141_1004325_full	KSW-VF
KSW-megahit_k141_389180_full	KSW-VF
KSW-megahit_k141_62853_full	KSW-VF
KSW-megahit_k141_244907_full	KSW-VF
KSW-megahit_k141_534134_full	KSW-VF
KSW-megahit_k141_462019_full	KSW-VF
KSW-megahit_k141_1004686_full	KSW-VF
KSW-megahit_k141_860681_full	KSW-VF
KSW-megahit_k141_389398_full	KSW-VF
KSW-megahit_k141_607341_full	KSW-VF
KSW-megahit_k141_172806_full	KSW-VF
KSW-megahit_k141_208609_full	KSW-VF
KSW-megahit_k141_570596_full	KSW-VF
KSW-megahit_k141_643326_full	KSW-VF
KSW-megahit_k141_896225_full	KSW-VF
KSW-megahit_k141_135538_full	KSW-VF
KSW-megahit_k141_643674_full	KSW-VF
KSW-megahit_k141_607932_full	KSW-VF
KSW-megahit_k141_680049_full	KSW-VF
KSW-megahit_k141_245856_full	KSW-VF
KSW-megahit_k141_319221_full	KSW-VF
KSW-megahit_k141_608077_full	KSW-VF
KSW-megahit_k141_63930_full	KSW-VF
KSW-megahit_k141_643951_full	KSW-VF
KSW-megahit_k141_716227_full	KSW-VF
KSW-megahit_k141_100851_full	KSW-VF
KSW-megahit_k141_896906_full	KSW-VF
KSW-megahit_k141_751919_full	KSW-VF
KSW-megahit_k141_209577_full	KSW-VF
KSW-megahit_k141_246151_full	KSW-VF
KSW-megahit_k141_101119_full	KSW-VF
KSW-megahit_k141_644290_full	KSW-VF
KSW-megahit_k141_1041768_full	KSW-VF
KSW-megahit_k141_101203_full	KSW-VF
KSW-megahit_k141_319765_full	KSW-VF
KSW-megahit_k141_825353_full	KSW-VF
KSW-megahit_k141_64425_full	KSW-VF
KSW-megahit_k141_1041951_full	KSW-VF
KSW-megahit_k141_283031_full	KSW-VF
KSW-megahit_k141_209942_full	KSW-VF
KSW-megahit_k141_427175_full	KSW-VF
KSW-megahit_k141_246624_full	KSW-VF
KSW-megahit_k141_246736_full	KSW-VF
KSW-megahit_k141_28731_full	KSW-VF
KSW-megahit_k141_752584_full	KSW-VF
KSW-megahit_k141_1042298_full	KSW-VF
KSW-megahit_k141_210338_full	KSW-VF
KSW-megahit_k141_64986_full	KSW-VF
KSW-megahit_k141_102058_full	KSW-VF
KSW-megahit_k141_572429_full	KSW-VF
KSW-megahit_k141_826156_full	KSW-VF
KSW-megahit_k141_464494_full	KSW-VF
KSW-megahit_k141_320698_full	KSW-VF
KSW-megahit_k141_102295_full	KSW-VF
KSW-megahit_k141_681897_full	KSW-VF
KSW-megahit_k141_536849_full	KSW-VF
KSW-megahit_k141_247459_full	KSW-VF
KSW-megahit_k141_935228_full	KSW-VF
KSW-megahit_k141_682108_full	KSW-VF
KSW-megahit_k141_247702_full	KSW-VF
KSW-megahit_k141_29747_full	KSW-VF
KSW-megahit_k141_898774_full	KSW-VF
KSW-megahit_k141_753687_full	KSW-VF
KSW-megahit_k141_247875_full	KSW-VF
KSW-megahit_k141_392544_full	KSW-VF
KSW-megahit_k141_718427_full	KSW-VF
KSW-megahit_k141_428545_full	KSW-VF
KSW-megahit_k141_211467_full	KSW-VF
KSW-megahit_k141_718499_full	KSW-VF
KSW-megahit_k141_1043594_full	KSW-VF
KSW-megahit_k141_718622_full	KSW-VF
KSW-megahit_k141_501510_full	KSW-VF
KSW-megahit_k141_646382_full	KSW-VF
KSW-megahit_k141_428941_full	KSW-VF
KSW-megahit_k141_248344_full	KSW-VF
KSW-megahit_k141_321891_full	KSW-VF
KSW-megahit_k141_465767_full	KSW-VF
KSW-megahit_k141_1008203_full	KSW-VF
KSW-megahit_k141_321938_full	KSW-VF
KSW-megahit_k141_501746_full	KSW-VF
KSW-megahit_k141_718931_full	KSW-VF
KSW-megahit_k141_864463_full	KSW-VF
KSW-megahit_k141_573931_full	KSW-VF
KSW-megahit_k141_936244_full	KSW-VF
KSW-megahit_k141_574067_full	KSW-VF
KSW-megahit_k141_611159_full	KSW-VF
KSW-megahit_k141_1044175_full	KSW-VF
KSW-megahit_k141_791708_full	KSW-VF
KSW-megahit_k141_719365_full	KSW-VF
KSW-megahit_k141_212449_full	KSW-VF
KSW-megahit_k141_358123_full	KSW-VF
KSW-megahit_k141_900154_full	KSW-VF
KSW-megahit_k141_864992_full	KSW-VF
KSW-megahit_k141_31268_full	KSW-VF
KSW-megahit_k141_611612_full	KSW-VF
KSW-megahit_k141_865105_full	KSW-VF
KSW-megahit_k141_358374_full	KSW-VF
KSW-megahit_k141_31369_full	KSW-VF
KSW-megahit_k141_502569_full	KSW-VF
KSW-megahit_k141_973475_full	KSW-VF
KSW-megahit_k141_792383_full	KSW-VF
KSW-megahit_k141_719927_full	KSW-VF
KSW-megahit_k141_466844_full	KSW-VF
KSW-megahit_k141_574906_full	KSW-VF
KSW-megahit_k141_177613_full	KSW-VF
KSW-megahit_k141_104427_full	KSW-VF
KSW-megahit_k141_1045098_full	KSW-VF
KSW-megahit_k141_104567_full	KSW-VF
KSW-megahit_k141_104570_full	KSW-VF
KSW-megahit_k141_539313_full	KSW-VF
KSW-megahit_k141_249785_full	KSW-VF
KSW-megahit_k141_286648_full	KSW-VF
KSW-megahit_k141_213439_full	KSW-VF
KSW-megahit_k141_1045342_full	KSW-VF
KSW-megahit_k141_974208_full	KSW-VF
KSW-megahit_k141_684777_full	KSW-VF
KSW-megahit_k141_974228_full	KSW-VF
KSW-megahit_k141_648232_full	KSW-VF
KSW-megahit_k141_430871_full	KSW-VF
KSW-megahit_k141_974383_full	KSW-VF
KSW-megahit_k141_359476_full	KSW-VF
KSW-megahit_k141_359629_full	KSW-VF
KSW-megahit_k141_1010327_full	KSW-VF
KSW-megahit_k141_32640_full	KSW-VF
KSW-megahit_k141_613130_full	KSW-VF
KSW-megahit_k141_250470_full	KSW-VF
KSW-megahit_k141_503915_full	KSW-VF
KSW-megahit_k141_287308_full	KSW-VF
KSW-megahit_k141_431318_full	KSW-VF
KSW-megahit_k141_756776_full	KSW-VF
KSW-megahit_k141_576078_full	KSW-VF
KSW-megahit_k141_324348_full	KSW-VF
KSW-megahit_k141_576213_full	KSW-VF
KSW-megahit_k141_901957_full	KSW-VF
KSW-megahit_k141_866780_full	KSW-VF
KSW-megahit_k141_1010696_full	KSW-VF
KSW-megahit_k141_1046340_full	KSW-VF
KSW-megahit_k141_757242_full	KSW-VF
KSW-megahit_k141_830494_full	KSW-VF
KSW-megahit_k141_360415_full	KSW-VF
KSW-megahit_k141_1046700_full	KSW-VF
KSW-megahit_k141_613845_full	KSW-VF
KSW-megahit_k141_649387_full	KSW-VF
KSW-megahit_k141_251170_full	KSW-VF
KSW-megahit_k141_613854_full	KSW-VF
KSW-megahit_k141_867132_full	KSW-VF
KSW-megahit_k141_902486_full	KSW-VF
KSW-megahit_k141_939022_full	KSW-VF
KSW-megahit_k141_649608_full	KSW-VF
KSW-megahit_k141_830832_full	KSW-VF
KSW-megahit_k141_939145_full	KSW-VF
KSW-megahit_k141_577088_full	KSW-VF
KSW-megahit_k141_939175_full	KSW-VF
KSW-megahit_k141_757913_full	KSW-VF
KSW-megahit_k141_722178_full	KSW-VF
KSW-megahit_k141_614284_full	KSW-VF
KSW-megahit_k141_577252_full	KSW-VF
KSW-megahit_k141_939309_full	KSW-VF
KSW-megahit_k141_396896_full	KSW-VF
KSW-megahit_k141_614562_full	KSW-VF
KSW-megahit_k141_614600_full	KSW-VF
KSW-megahit_k141_505544_full	KSW-VF
KSW-megahit_k141_1011989_full	KSW-VF
KSW-megahit_k141_939815_full	KSW-VF
KSW-megahit_k141_469852_full	KSW-VF
KSW-megahit_k141_289368_full	KSW-VF
KSW-megahit_k141_758794_full	KSW-VF
KSW-megahit_k141_542247_full	KSW-VF
KSW-megahit_k141_831849_full	KSW-VF
KSW-megahit_k141_940058_full	KSW-VF
KSW-megahit_k141_976633_full	KSW-VF
KSW-megahit_k141_940093_full	KSW-VF
KSW-megahit_k141_903693_full	KSW-VF
KSW-megahit_k141_723284_full	KSW-VF
KSW-megahit_k141_71041_full	KSW-VF
KSW-megahit_k141_506223_full	KSW-VF
KSW-megahit_k141_35129_full	KSW-VF
KSW-megahit_k141_940289_full	KSW-VF
KSW-megahit_k141_216591_full	KSW-VF
KSW-megahit_k141_71266_full	KSW-VF
KSW-megahit_k141_35468_full	KSW-VF
KSW-megahit_k141_144207_full	KSW-VF
KSW-megahit_k141_759685_full	KSW-VF
KSW-megahit_k141_144516_full	KSW-VF
KSW-C0_1_V_NODE_95_length_9107_cov_49.781374_full	KSW-VF
KSW-C0_1_V_NODE_157_length_7238_cov_10.954754_full	KSW-VF
KSW-C0_1_V_NODE_248_length_5716_cov_22.275040_full	KSW-VF
KSW-C0_1_V_NODE_282_length_5428_cov_3.879769_full	KSW-VF
KSW-C0_1_V_NODE_294_length_5336_cov_9.533800_full	KSW-VF
KSW-C0_2_V_NODE_2_length_38543_cov_8.248025_full	KSW-VF
KSW-C0_2_V_NODE_45_length_11246_cov_9.064159_full	KSW-VF
KSW-C0_2_V_NODE_146_length_6507_cov_7.721637_full	KSW-VF
KSW-C0_2_V_NODE_163_length_6248_cov_68.101082_full	KSW-VF
KSW-C0_2_V_NODE_264_length_5278_cov_5.114494_full	KSW-VF
KSW-C63_1_V_NODE_13_length_33338_cov_15.601238_full	KSW-VF
KSW-C63_1_V_NODE_200_length_8913_cov_286.019643_full	KSW-VF
KSW-C63_1_V_NODE_252_length_7945_cov_6.612674_full	KSW-VF
KSW-C63_1_V_NODE_495_length_5823_cov_455.965153_full	KSW-VF
KSW-C63_1_V_NODE_500_length_5804_cov_334.303183_full	KSW-VF
KSW-C63_1_V_NODE_502_length_5796_cov_7.470650_full	KSW-VF
KSW-C63_2_V_NODE_20_length_30195_cov_7.703384_full	KSW-VF
KSW-C63_2_V_NODE_281_length_8681_cov_159.137839_full	KSW-VF
KSW-C63_2_V_NODE_337_length_7879_cov_2236.007924_full	KSW-VF
KSW-C63_2_V_NODE_456_length_6629_cov_126.751293_full	KSW-VF
KSW-T0_1_V_NODE_20_length_27877_cov_6.379232_full	KSW-VF
KSW-T0_1_V_NODE_171_length_9622_cov_8.670325_full	KSW-VF
KSW-T0_1_V_NODE_196_length_9121_cov_70.392786_full	KSW-VF
KSW-T0_1_V_NODE_252_length_8185_cov_4.823616_full	KSW-VF
KSW-T0_1_V_NODE_400_length_6238_cov_6.637878_full	KSW-VF
KSW-T0_1_V_NODE_401_length_6224_cov_7.250608_full	KSW-VF
KSW-T0_1_V_NODE_456_length_5848_cov_9.292595_full	KSW-VF
KSW-T0_1_V_NODE_472_length_5784_cov_68.094781_full	KSW-VF
KSW-T0_1_V_NODE_551_length_5471_cov_7.087703_full	KSW-VF
KSW-T0_2_V_NODE_55_length_13291_cov_11.496071_full	KSW-VF
KSW-T0_2_V_NODE_80_length_11089_cov_10.154250_full	KSW-VF
KSW-T0_2_V_NODE_81_length_11050_cov_15.473943_full	KSW-VF
KSW-T0_2_V_NODE_90_length_10405_cov_8.107923_full	KSW-VF
KSW-T0_2_V_NODE_108_length_9343_cov_28.968992_full	KSW-VF
KSW-T0_2_V_NODE_260_length_5794_cov_28.234187_full	KSW-VF
KSW-T0_2_V_NODE_274_length_5677_cov_4.926539_full	KSW-VF
KSW-T63_1_V_NODE_656_length_7690_cov_67.297839_full	KSW-VF
KSW-T63_1_V_NODE_1184_length_5613_cov_17.088881_full	KSW-VF
KSW-T63_2_V_NODE_1_length_116638_cov_32.454483_full	KSW-VF
KSW-T63_2_V_NODE_41_length_34565_cov_136.956418_full	KSW-VF
KSW-T63_2_V_NODE_821_length_7929_cov_137.071628_full	KSW-VF
KSW-T63_2_V_NODE_1329_length_6051_cov_4.466311_full	KSW-VF
KSW-T63_2_V_NODE_1447_length_5802_cov_28.756569_full	KSW-VF
KSW-T63_2_V_NODE_1494_length_5706_cov_113.325960_full	KSW-VF
KSW-T63_2_V_NODE_1570_length_5545_cov_5.641530_full	KSW-VF
KSW-megahit_k141_254691_full	KSW-VF
KSW-megahit_k141_761515_full	KSW-VF
KSW-megahit_k141_149167_full	KSW-VF
KSW-megahit_k141_729643_full	KSW-VF
KSW-megahit_k141_223605_full	KSW-VF
KSW-megahit_k141_839276_full	KSW-VF
KSW-megahit_k141_950908_full	KSW-VF
KSW-megahit_k141_997491_full	KSW-VF
KSW-megahit_k141_1071388_full	KSW-VF
KSW-megahit_k141_1071720_full	KSW-VF
KSW-megahit_k141_1071821_full	KSW-VF
KSW-megahit_k141_1071899_full	KSW-VF
KSW-megahit_k141_1072481_full	KSW-VF
KSW-megahit_k141_1073443_full	KSW-VF
KSW-megahit_k141_180880_full	KSW-VF
KSW-megahit_k141_1074593_full	KSW-VF
KSW-megahit_k141_1074625_full	KSW-VF
KSW-megahit_k141_1075261_full	KSW-VF
KSW-megahit_k141_1076979_full	KSW-VF
KSW-megahit_k141_1077164_full	KSW-VF
KSW-megahit_k141_1077921_full	KSW-VF
KSW-megahit_k141_1079202_full	KSW-VF
KSW-C63_1_V_NODE_577_length_5309_cov_6.218691_lt2gene	KSW-VF
KSW-C63_2_V_NODE_162_length_11191_cov_5.373024_lt2gene	KSW-VF
KSW-T0_1_V_NODE_671_length_5011_cov_5.345440_lt2gene	KSW-VF
KSW-T0_2_V_NODE_209_length_6479_cov_55.280666_lt2gene	KSW-VF
KSW-T63_1_V_NODE_824_length_6832_cov_26.502435_lt2gene	KSW-VF
KSW-T63_1_V_NODE_891_length_6574_cov_9.690443_lt2gene	KSW-VF
KSW-T63_1_V_NODE_969_length_6258_cov_4.753023_lt2gene	KSW-VF
KSW-T63_1_V_NODE_1185_length_5613_cov_5.756387_lt2gene	KSW-VF
KSW-megahit_k141_509910_lt2gene	KSW-VF
KSW-megahit_k141_442740_lt2gene	KSW-VF
KSW-megahit_k141_339305_lt2gene	KSW-VF
KSW-megahit_k141_345498_lt2gene	KSW-VF
KSW-vf_coassembly_k141_591657_full	KSW-VF
KSW-vf_coassembly_k141_278543_full	KSW-VF
KSW-vf_coassembly_k141_870165_full	KSW-VF
KSW-vf_coassembly_k141_120_full	KSW-VF
KSW-vf_coassembly_k141_382978_full	KSW-VF
KSW-vf_coassembly_k141_626632_full	KSW-VF
KSW-vf_coassembly_k141_522229_full	KSW-VF
KSW-vf_coassembly_k141_383005_full	KSW-VF
KSW-vf_coassembly_k141_208993_full	KSW-VF
KSW-vf_coassembly_k141_939924_full	KSW-VF
KSW-vf_coassembly_k141_278673_full	KSW-VF
KSW-vf_coassembly_k141_800776_full	KSW-VF
KSW-vf_coassembly_k141_870387_full	KSW-VF
KSW-vf_coassembly_k141_974774_full	KSW-VF
KSW-vf_coassembly_k141_348460_full	KSW-VF
KSW-vf_coassembly_k141_35248_full	KSW-VF
KSW-vf_coassembly_k141_383239_full	KSW-VF
KSW-vf_coassembly_k141_592117_full	KSW-VF
KSW-vf_coassembly_k141_940249_full	KSW-VF
KSW-vf_coassembly_k141_522548_full	KSW-VF
KSW-vf_coassembly_k141_696646_full	KSW-VF
KSW-vf_coassembly_k141_453026_full	KSW-VF
KSW-vf_coassembly_k141_905420_full	KSW-VF
KSW-vf_coassembly_k141_835665_full	KSW-VF
KSW-vf_coassembly_k141_383345_full	KSW-VF
KSW-vf_coassembly_k141_522634_full	KSW-VF
KSW-vf_coassembly_k141_801213_full	KSW-VF
KSW-vf_coassembly_k141_592347_full	KSW-VF
KSW-vf_coassembly_k141_870833_full	KSW-VF
KSW-vf_coassembly_k141_418339_full	KSW-VF
KSW-vf_coassembly_k141_383467_full	KSW-VF
KSW-vf_coassembly_k141_734_full	KSW-VF
KSW-vf_coassembly_k141_766417_full	KSW-VF
KSW-vf_coassembly_k141_279205_full	KSW-VF
KSW-vf_coassembly_k141_522816_full	KSW-VF
KSW-vf_coassembly_k141_696899_full	KSW-VF
KSW-vf_coassembly_k141_662138_full	KSW-VF
KSW-vf_coassembly_k141_314088_full	KSW-VF
KSW-vf_coassembly_k141_279296_full	KSW-VF
KSW-vf_coassembly_k141_35691_full	KSW-VF
KSW-vf_coassembly_k141_383577_full	KSW-VF
KSW-vf_coassembly_k141_975379_full	KSW-VF
KSW-vf_coassembly_k141_905756_full	KSW-VF
KSW-vf_coassembly_k141_871082_full	KSW-VF
KSW-vf_coassembly_k141_418553_full	KSW-VF
KSW-vf_coassembly_k141_35793_full	KSW-VF
KSW-vf_coassembly_k141_905799_full	KSW-VF
KSW-vf_coassembly_k141_1010208_full	KSW-VF
KSW-vf_coassembly_k141_488201_full	KSW-VF
KSW-vf_coassembly_k141_940838_full	KSW-VF
KSW-vf_coassembly_k141_453342_full	KSW-VF
KSW-vf_coassembly_k141_662391_full	KSW-VF
KSW-vf_coassembly_k141_453362_full	KSW-VF
KSW-vf_coassembly_k141_383769_full	KSW-VF
KSW-vf_coassembly_k141_905929_full	KSW-VF
KSW-vf_coassembly_k141_905931_full	KSW-VF
KSW-vf_coassembly_k141_905952_full	KSW-VF
KSW-vf_coassembly_k141_383917_full	KSW-VF
KSW-vf_coassembly_k141_209892_full	KSW-VF
KSW-vf_coassembly_k141_905979_full	KSW-VF
KSW-vf_coassembly_k141_975768_full	KSW-VF
KSW-vf_coassembly_k141_871492_full	KSW-VF
KSW-vf_coassembly_k141_836471_full	KSW-VF
KSW-vf_coassembly_k141_802013_full	KSW-VF
KSW-vf_coassembly_k141_419032_full	KSW-VF
KSW-vf_coassembly_k141_732203_full	KSW-VF
KSW-vf_coassembly_k141_105655_full	KSW-VF
KSW-vf_coassembly_k141_210108_full	KSW-VF
KSW-vf_coassembly_k141_941300_full	KSW-VF
KSW-vf_coassembly_k141_71247_full	KSW-VF
KSW-vf_coassembly_k141_802167_full	KSW-VF
KSW-vf_coassembly_k141_210221_full	KSW-VF
KSW-vf_coassembly_k141_628003_full	KSW-VF
KSW-vf_coassembly_k141_941426_full	KSW-VF
KSW-vf_coassembly_k141_105842_full	KSW-VF
KSW-vf_coassembly_k141_663113_full	KSW-VF
KSW-vf_coassembly_k141_1011009_full	KSW-VF
KSW-vf_coassembly_k141_871934_full	KSW-VF
KSW-vf_coassembly_k141_140962_full	KSW-VF
KSW-vf_coassembly_k141_523945_full	KSW-VF
KSW-vf_coassembly_k141_349936_full	KSW-VF
KSW-vf_coassembly_k141_71469_full	KSW-VF
